customer_id,gross_revenue,avg_ticket,recency_days,frequency,total_invoices,items,products,avg_basket_size,avg_unique_basket_size,returns_qtt,cluster
15525,823.42,4.652090395480226,2.0,0.008064516129032258,3.0,414.0,177.0,138.0,44.0,2.0,4
14237,161.0,17.88888888888889,373.0,1.0,1.0,38.0,9.0,38.0,9.0,0.0,9
17905,800.24,23.536470588235293,71.0,0.013201320132013201,4.0,407.0,34.0,101.75,8.25,0.0,4
15485,2575.0,29.941860465116278,30.0,0.00872093023255814,3.0,1306.0,86.0,435.3333333333333,19.666666666666668,0.0,2
12433,13375.87,31.847309523809525,0.0,0.01871657754010695,7.0,11071.0,420.0,1581.5714285714287,31.285714285714285,0.0,1
16955,518.67,20.746799999999997,184.0,0.021052631578947368,4.0,266.0,25.0,66.5,4.5,20.0,5
15350,115.65,23.130000000000003,373.0,1.0,1.0,51.0,5.0,51.0,5.0,0.0,8
15605,1198.23,17.88402985074627,36.0,0.014792899408284023,5.0,441.0,67.0,88.2,12.2,0.0,4
18144,2888.75,67.18023255813954,7.0,0.0326975476839237,12.0,1343.0,43.0,111.91666666666667,2.25,0.0,2
15922,369.5,33.59090909090909,373.0,1.0,1.0,138.0,11.0,138.0,11.0,2.0,7
14594,379.83,7.166603773584906,7.0,0.005449591280653951,2.0,185.0,53.0,92.5,24.0,0.0,5
15165,487.75,18.064814814814813,373.0,1.0,1.0,160.0,27.0,160.0,27.0,0.0,5
14911,140450.72,24.7577507491627,1.0,0.5335120643431636,199.0,80263.0,5673.0,403.3316582914573,8.974874371859297,3332.0,1
16456,2158.37,19.444774774774775,99.0,0.01818181818181818,5.0,1148.0,111.0,229.6,16.0,0.0,3
17841,40967.72,5.226807859147742,1.0,0.3324396782841823,124.0,23053.0,7838.0,185.91129032258064,10.661290322580646,203.0,1
19001,4951.37,9.413250950570342,373.0,1.0,1.0,1207.0,526.0,1207.0,522.0,0.0,3
12472,6068.11,18.277439759036145,32.0,0.020710059171597635,7.0,4120.0,332.0,588.5714285714286,31.142857142857142,128.0,1
17346,2676.56,5.35312,3.0,0.04043126684636118,15.0,1657.0,500.0,110.46666666666667,19.933333333333334,18.0,2
19010,2.9699999999999998,1.4849999999999999,373.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,10
17643,101.55,12.69375,373.0,1.0,1.0,71.0,8.0,71.0,8.0,0.0,8
19011,99.75,99.75,373.0,1.0,1.0,5.0,1.0,5.0,1.0,0.0,9
17873,1729.7800000000002,40.22744186046512,80.0,0.017006802721088437,5.0,1046.0,43.0,209.2,4.6,48.0,3
13093,7832.47,49.260817610062894,275.0,0.08080808080808081,8.0,3961.0,159.0,495.125,12.125,18.0,1
12921,16587.09,23.037625,9.0,0.10136986301369863,37.0,9526.0,720.0,257.4594594594595,6.297297297297297,72.0,1
13468,5704.97,18.89062913907285,1.0,0.09919571045576407,37.0,2589.0,302.0,69.97297297297297,4.972972972972973,8.0,1
17760,287.59,11.503599999999999,21.0,0.0056657223796034,2.0,239.0,25.0,119.5,12.5,0.0,5
19012,6.7,3.35,373.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,10
16928,2839.65,13.652163461538462,80.0,0.05782312925170068,17.0,2113.0,208.0,124.29411764705883,4.0,20.0,1
16048,256.44,32.055,373.0,2.0,2.0,144.0,8.0,72.0,4.0,1.0,7
16274,337.75,5.196153846153846,373.0,1.0,1.0,153.0,65.0,153.0,63.0,0.0,5
14496,538.8100000000001,28.35842105263158,311.0,0.031746031746031744,2.0,159.0,19.0,79.5,8.0,0.0,5
14696,2078.95,15.991923076923076,4.0,0.01891891891891892,7.0,1630.0,130.0,232.85714285714286,16.714285714285715,4.0,2
16539,1388.81,30.862444444444442,2.0,0.010752688172043012,4.0,477.0,45.0,119.25,9.0,0.0,4
17025,357.77,39.75222222222222,60.0,0.009554140127388535,3.0,235.0,9.0,78.33333333333333,2.6666666666666665,0.0,5
13777,25977.16,131.86375634517768,0.0,0.08823529411764706,33.0,12897.0,197.0,390.8181818181818,1.0909090909090908,90.0,1
17690,4757.95,18.5857421875,30.0,0.0436046511627907,15.0,1773.0,256.0,118.2,12.4,6.0,2
12947,1603.99,16.535979381443298,143.0,0.025974025974025976,6.0,1165.0,97.0,194.16666666666666,13.833333333333334,8.0,3
17460,622.4300000000001,21.463103448275863,94.0,0.02142857142857143,6.0,236.0,29.0,39.333333333333336,3.0,60.0,5
18229,7276.900000000001,44.37134146341464,11.0,0.05509641873278237,20.0,2488.0,164.0,124.4,3.3,0.0,1
14142,311.81,14.173181818181819,373.0,1.0,1.0,313.0,22.0,313.0,22.0,0.0,4
17069,2709.7000000000003,18.948951048951052,28.0,0.02601156069364162,9.0,1506.0,143.0,167.33333333333334,12.333333333333334,24.0,2
13065,205.86,14.704285714285716,373.0,1.0,1.0,74.0,14.0,74.0,14.0,0.0,8
14606,12021.65,4.455763528539659,1.0,0.24396782841823056,91.0,6215.0,2698.0,68.2967032967033,8.978021978021978,245.0,1
19014,6308.16,10.673705583756345,373.0,1.0,1.0,1477.0,591.0,1477.0,589.0,0.0,1
16835,180.85,18.085,128.0,0.008130081300813009,2.0,61.0,10.0,30.5,5.0,0.0,8
15235,2247.51,15.716853146853149,217.0,0.07643312101910828,12.0,1324.0,143.0,110.33333333333333,11.0,0.0,2
13576,6717.34,53.312222222222225,10.0,0.04945054945054945,18.0,2646.0,126.0,147.0,4.333333333333333,6.0,1
19015,38.09,6.348333333333334,373.0,1.0,1.0,9.0,6.0,9.0,6.0,0.0,9
18011,102.78999999999999,3.671071428571428,373.0,1.0,1.0,71.0,28.0,71.0,28.0,0.0,8
13090,8895.82,57.765064935064935,8.0,0.03561643835616438,13.0,2262.0,154.0,174.0,7.461538461538462,69.0,1
15694,6464.4,83.95324675324675,0.0,0.03485254691689008,13.0,1676.0,77.0,128.92307692307693,3.1538461538461537,12.0,2
14741,1400.34,23.73457627118644,11.0,0.016574585635359115,6.0,841.0,59.0,140.16666666666666,5.833333333333333,0.0,3
13715,1079.34,10.279428571428571,281.0,0.05434782608695652,5.0,563.0,105.0,112.6,17.8,8.0,4
14092,4076.91,19.050981308411213,7.0,0.03977272727272727,14.0,2066.0,214.0,147.57142857142858,8.357142857142858,5.0,1
17732,303.97,16.887222222222224,372.0,1.0,1.0,93.0,18.0,93.0,18.0,0.0,6
12855,38.1,12.700000000000001,372.0,1.0,1.0,30.0,3.0,30.0,3.0,0.0,9
15752,2637.38,6.41698296836983,39.0,0.020958083832335328,7.0,1978.0,411.0,282.57142857142856,33.714285714285715,5.0,2
17855,208.97,12.292352941176471,372.0,1.0,1.0,197.0,17.0,197.0,17.0,0.0,7
14047,1308.6100000000001,40.894062500000004,8.0,0.0136986301369863,5.0,381.0,32.0,76.2,4.4,4.0,4
17925,244.08,244.08,372.0,1.0,1.0,72.0,1.0,72.0,1.0,0.0,8
13941,5112.96,113.62133333333334,21.0,0.014204545454545454,5.0,2364.0,45.0,472.8,4.8,57.0,1
17017,8694.26,34.50103174603175,2.0,0.05390835579514825,20.0,6673.0,252.0,333.65,4.4,60.0,1
14135,4690.31,35.00231343283583,1.0,0.04032258064516129,15.0,3850.0,134.0,256.6666666666667,6.333333333333333,0.0,1
13108,350.06,35.006,372.0,1.0,1.0,298.0,10.0,298.0,10.0,0.0,5
12471,17424.05,39.690318906605924,2.0,0.0743801652892562,27.0,8104.0,439.0,300.14814814814815,5.481481481481482,246.0,1
15601,6776.56,16.52819512195122,11.0,0.03867403314917127,14.0,4983.0,410.0,355.92857142857144,16.428571428571427,5.0,1
13418,6127.43,20.156019736842108,11.0,0.049723756906077346,18.0,3918.0,304.0,217.66666666666666,12.38888888888889,79.0,1
14766,2473.37,18.321259259259257,8.0,0.016713091922005572,6.0,1349.0,135.0,224.83333333333334,18.5,26.0,2
15658,1024.1000000000001,21.33541666666667,190.0,0.0273224043715847,5.0,242.0,48.0,48.4,8.0,10.0,5
14388,3212.84,17.273333333333333,10.0,0.02203856749311295,8.0,1941.0,186.0,242.625,15.5,8.0,2
14901,1421.29,14.805104166666666,11.0,0.024861878453038673,9.0,661.0,96.0,73.44444444444444,8.11111111111111,2.0,3
18041,4183.39,8.863114406779662,11.0,0.058011049723756904,21.0,3819.0,472.0,181.85714285714286,13.571428571428571,9.0,1
15955,4416.26,24.13256830601093,24.0,0.04011461318051576,14.0,2135.0,183.0,152.5,9.785714285714286,11.0,1
15070,106.2,106.2,372.0,1.0,1.0,36.0,1.0,36.0,1.0,0.0,9
16244,1522.75,16.733516483516482,211.0,0.012345679012345678,2.0,855.0,91.0,427.5,44.0,0.0,3
15111,1567.48,18.660476190476192,29.0,0.00872093023255814,3.0,710.0,84.0,236.66666666666666,23.333333333333332,0.0,3
19016,45.85,4.168181818181818,372.0,1.0,1.0,11.0,11.0,11.0,11.0,0.0,9
14390,4652.82,16.268601398601398,10.0,0.024793388429752067,9.0,2136.0,286.0,237.33333333333334,15.0,11.0,1
16546,787.15,31.486,290.0,0.024096385542168676,2.0,549.0,25.0,274.5,12.5,852.0,4
15260,1810.77,23.516493506493507,100.0,0.02564102564102564,7.0,885.0,77.0,126.42857142857143,8.857142857142858,24.0,3
13305,2000.86,24.701975308641973,4.0,0.02710027100271003,10.0,1232.0,81.0,123.2,5.0,0.0,3
14491,340.93,20.05470588235294,175.0,0.010101010101010102,2.0,139.0,17.0,69.5,8.5,0.0,5
14060,6140.42,30.39811881188119,4.0,0.051490514905149054,19.0,5386.0,202.0,283.4736842105263,4.526315789473684,12.0,1
15923,127.08,6.051428571428572,372.0,1.0,1.0,122.0,21.0,122.0,21.0,0.0,5
16752,207.5,23.055555555555557,372.0,1.0,1.0,54.0,9.0,54.0,9.0,0.0,8
17287,1064.11,8.581532258064515,26.0,0.020172910662824207,7.0,559.0,124.0,79.85714285714286,12.571428571428571,0.0,4
15363,326.0,20.375,372.0,1.0,1.0,144.0,16.0,144.0,16.0,1.0,7
12915,363.65,16.529545454545453,148.0,0.008888888888888889,2.0,93.0,22.0,46.5,9.5,0.0,6
15544,3546.71,13.693861003861004,9.0,0.024725274725274724,9.0,3109.0,259.0,345.44444444444446,13.555555555555555,4.0,1
15738,4812.42,27.817456647398846,18.0,0.04507042253521127,16.0,2982.0,173.0,186.375,2.875,15.0,1
16042,1197.27,16.862957746478873,22.0,0.01607717041800643,5.0,755.0,71.0,151.0,13.6,10.0,3
17381,20275.61,186.01477064220185,8.0,0.07945205479452055,29.0,25649.0,109.0,884.448275862069,1.3793103448275863,3.0,1
15827,1836.0900000000001,15.966000000000001,73.0,0.04666666666666667,14.0,882.0,115.0,63.0,5.142857142857143,39.0,3
14180,4748.52,19.785500000000003,10.0,0.06887052341597796,25.0,719.0,240.0,28.76,4.48,9.0,3
13117,984.91,12.959342105263158,21.0,0.022727272727272728,8.0,945.0,76.0,118.125,8.25,0.0,3
16916,576.26,4.029790209790209,23.0,0.005714285714285714,2.0,440.0,143.0,220.0,64.5,0.0,4
17964,471.7,4.535576923076923,31.0,0.005847953216374269,2.0,301.0,104.0,150.5,42.0,0.0,4
14466,2272.4,31.561111111111114,29.0,0.020348837209302327,7.0,1006.0,72.0,143.71428571428572,5.0,0.0,3
17235,550.06,18.96758620689655,25.0,0.005747126436781609,2.0,224.0,29.0,112.0,12.0,0.0,5
16510,248.1,19.084615384615383,372.0,1.0,1.0,92.0,13.0,92.0,13.0,0.0,6
17802,1285.04,9.178857142857142,82.0,0.010309278350515464,3.0,752.0,140.0,250.66666666666666,34.0,9.0,3
15107,319.5,19.96875,311.0,0.0967741935483871,6.0,169.0,16.0,28.166666666666668,2.0,7.0,7
17976,353.19,5.433692307692308,372.0,1.0,1.0,106.0,65.0,106.0,56.0,0.0,5
14449,907.1,3.5158914728682173,18.0,0.011267605633802818,4.0,757.0,258.0,189.25,50.25,0.0,3
19017,54.25,3.6166666666666667,372.0,1.0,1.0,15.0,15.0,15.0,15.0,0.0,9
19018,66.65,3.5078947368421054,372.0,1.0,1.0,23.0,19.0,23.0,19.0,0.0,9
16781,311.25,18.308823529411764,372.0,1.0,1.0,113.0,17.0,113.0,17.0,2.0,7
13491,1215.82,14.137441860465115,51.0,0.031055900621118012,10.0,903.0,86.0,90.3,7.3,0.0,3
16186,4006.94,18.38045871559633,22.0,0.03418803418803419,12.0,3020.0,218.0,251.66666666666666,7.25,12.0,1
17685,3191.53,24.550230769230772,16.0,0.0196078431372549,7.0,1956.0,130.0,279.42857142857144,12.571428571428571,0.0,2
17581,11045.04,25.102363636363638,0.0,0.06702412868632708,25.0,5927.0,440.0,237.08,9.16,66.0,1
15732,294.12,21.00857142857143,212.0,0.012422360248447204,2.0,215.0,14.0,107.5,6.5,0.0,5
13138,962.39,15.276031746031746,22.0,0.017094017094017096,6.0,473.0,63.0,78.83333333333333,5.166666666666667,0.0,4
15823,15.0,15.0,372.0,1.0,1.0,1.0,1.0,1.0,1.0,282.0,5
19021,12.8,3.2,372.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,9
17567,4331.48,26.251393939393935,7.0,0.02185792349726776,8.0,2632.0,165.0,329.0,13.75,204.0,1
15061,54534.14,135.32044665012407,3.0,0.12972972972972974,48.0,28920.0,403.0,602.5,1.4583333333333333,282.0,1
16203,592.9,16.939999999999998,58.0,0.012698412698412698,4.0,262.0,35.0,65.5,6.75,1.0,5
15640,12515.66,25.858801652892563,4.0,0.04065040650406504,15.0,6607.0,484.0,440.46666666666664,16.0,35.0,1
15574,702.25,4.180059523809524,177.0,0.02040816326530612,4.0,349.0,168.0,87.25,32.75,0.0,4
16770,770.1,5.311034482758621,57.0,0.015822784810126583,5.0,464.0,145.0,92.8,23.2,12.0,4
17838,2779.3,22.969421487603306,26.0,0.01440922190201729,5.0,1879.0,121.0,375.8,19.2,458.0,2
17228,1906.09,9.16389423076923,15.0,0.0223463687150838,8.0,1532.0,208.0,191.5,17.5,0.0,2
14829,697.55,16.60833333333333,29.0,0.011627906976744186,4.0,452.0,42.0,113.0,9.75,38.0,4
19022,252.3,18.021428571428572,372.0,1.0,1.0,134.0,14.0,134.0,14.0,0.0,7
17412,1258.06,19.061515151515152,2.0,0.018867924528301886,7.0,738.0,66.0,105.42857142857143,6.857142857142857,0.0,3
14031,17286.86,69.14744,7.0,0.05191256830601093,19.0,5788.0,250.0,304.63157894736844,6.2631578947368425,417.0,1
14775,1011.9,16.865,58.0,0.009523809523809525,3.0,1174.0,60.0,391.3333333333333,19.0,0.0,3
12971,11189.91,36.68822950819672,3.0,0.23243243243243245,86.0,9289.0,305.0,108.01162790697674,1.0930232558139534,85.0,1
15834,2231.25,8.203125,70.0,0.019230769230769232,4.0,963.0,272.0,240.75,60.25,4.0,3
17659,2999.46,18.98392405063291,17.0,0.033707865168539325,12.0,1525.0,158.0,127.08333333333333,10.583333333333334,39.0,2
15299,3907.01,651.1683333333334,67.0,0.0196078431372549,6.0,2947.0,6.0,491.1666666666667,1.0,5.0,1
15646,447.64000000000004,12.789714285714288,157.0,0.013888888888888888,3.0,394.0,35.0,131.33333333333334,11.666666666666666,6.0,4
14443,1420.2,15.270967741935484,53.0,0.012658227848101266,4.0,938.0,93.0,234.5,21.0,7.0,3
14156,117379.63,83.84259285714286,9.0,0.15151515151515152,55.0,57885.0,1400.0,1052.4545454545455,12.981818181818182,859.0,1
13402,621.23,15.92897435897436,127.0,0.008130081300813009,2.0,479.0,39.0,239.5,16.0,0.0,4
18168,1169.94,8.93083969465649,176.0,0.030456852791878174,6.0,594.0,131.0,99.0,16.166666666666668,9.0,4
17757,5601.34,7.569378378378379,1.0,0.08064516129032258,30.0,3319.0,740.0,110.63333333333334,9.133333333333333,4.0,1
14625,899.63,16.974150943396225,196.0,0.012048192771084338,2.0,335.0,53.0,167.5,25.5,5.0,4
13011,50.550000000000004,16.85,372.0,1.0,1.0,13.0,3.0,13.0,3.0,0.0,9
13798,37153.85,106.4580229226361,1.0,0.1532258064516129,57.0,23948.0,349.0,420.140350877193,1.9824561403508771,434.0,1
15384,642.41,15.668536585365853,169.0,0.010471204188481676,2.0,596.0,41.0,298.0,17.0,3.0,4
14264,333.97,19.64529411764706,154.0,0.021739130434782608,2.0,70.0,17.0,35.0,7.5,4.0,8
13295,201.20000000000002,20.12,359.0,1.0,1.0,82.0,10.0,82.0,10.0,1.0,6
16754,2002.4,1001.2,372.0,1.0,1.0,4280.0,2.0,4280.0,2.0,0.0,1
16634,217.9,24.211111111111112,222.0,0.013245033112582781,2.0,82.0,9.0,41.0,4.5,0.0,6
18239,1561.6100000000001,17.745568181818182,218.0,0.03225806451612903,5.0,795.0,88.0,159.0,16.0,0.0,3
14576,35.400000000000006,35.400000000000006,372.0,1.0,1.0,12.0,1.0,12.0,1.0,0.0,9
13145,618.52,103.08666666666666,39.0,0.011976047904191617,4.0,145.0,6.0,36.25,1.25,3.0,5
14395,3507.71,10.02202857142857,2.0,0.02425876010781671,9.0,1693.0,350.0,188.11111111111111,20.11111111111111,4.0,2
14865,52.2,13.05,7.0,0.00546448087431694,2.0,108.0,4.0,54.0,2.0,0.0,5
15093,4597.02,42.565000000000005,18.0,0.016901408450704224,6.0,3760.0,108.0,626.6666666666666,8.666666666666666,27.0,1
12738,137.35,13.735,372.0,1.0,1.0,147.0,10.0,147.0,10.0,0.0,7
16150,2053.02,17.547179487179488,42.0,0.015105740181268883,5.0,1047.0,117.0,209.4,18.2,43.0,3
17552,930.41,18.987959183673468,60.0,0.012779552715654952,4.0,719.0,49.0,179.75,10.75,10.0,3
14236,490.86,32.724000000000004,80.0,0.006825938566552901,2.0,310.0,15.0,155.0,7.5,0.0,4
17961,1296.44,5.206586345381527,21.0,0.11079545454545454,39.0,560.0,249.0,14.35897435897436,5.410256410256411,0.0,4
14573,1653.42,7.035829787234043,179.0,0.04639175257731959,9.0,544.0,235.0,60.44444444444444,14.11111111111111,6.0,4
17135,1139.73,21.917884615384615,16.0,0.019662921348314606,7.0,1224.0,52.0,174.85714285714286,4.857142857142857,0.0,3
17396,7312.8,281.26153846153846,39.0,0.021021021021021023,7.0,2004.0,26.0,286.2857142857143,3.2857142857142856,0.0,1
12967,1660.9,87.41578947368421,358.0,0.14285714285714285,2.0,438.0,19.0,219.0,9.5,195.0,4
12686,71.14,11.856666666666667,371.0,1.0,1.0,106.0,6.0,106.0,6.0,0.0,7
15240,1706.57,21.879102564102563,44.0,0.018656716417910446,5.0,1369.0,78.0,273.8,11.6,8.0,2
18225,5509.12,20.328856088560887,3.0,0.03305785123966942,12.0,3244.0,271.0,270.3333333333333,12.5,38.0,1
13370,754.87,19.355641025641027,371.0,1.0,1.0,343.0,39.0,343.0,39.0,7.0,4
16883,276.73,7.282368421052632,187.0,0.010810810810810811,2.0,104.0,38.0,52.0,16.5,0.0,5
13520,2984.35,34.30287356321839,58.0,0.01910828025477707,6.0,1633.0,87.0,272.1666666666667,8.0,4.0,2
12841,4022.35,9.577023809523808,4.0,0.06793478260869565,25.0,2757.0,420.0,110.28,9.16,74.0,1
16905,3102.43,14.915528846153846,5.0,0.01907356948228883,7.0,1408.0,208.0,201.14285714285714,16.714285714285715,1.0,2
12427,699.8,24.99285714285714,21.0,0.008547008547008548,3.0,526.0,28.0,175.33333333333334,8.333333333333334,297.0,4
19023,1079.7,13.49625,371.0,1.0,1.0,149.0,80.0,149.0,80.0,0.0,5
17967,123.07,2.5639583333333333,371.0,1.0,1.0,80.0,48.0,80.0,41.0,0.0,6
19024,515.62,11.209130434782608,371.0,1.0,1.0,65.0,46.0,65.0,46.0,0.0,8
19025,1895.94,13.738695652173913,371.0,1.0,1.0,315.0,138.0,315.0,138.0,0.0,4
19026,8.47,8.47,371.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5
16891,809.7,3.9886699507389163,1.0,0.013477088948787063,5.0,283.0,203.0,56.6,33.2,0.0,5
19027,6369.5599999999995,10.759391891891891,371.0,1.0,1.0,1640.0,592.0,1640.0,585.0,0.0,1
19028,5.46,5.46,371.0,1.0,1.0,13.0,1.0,13.0,1.0,0.0,9
14589,39.75,13.25,371.0,1.0,1.0,5.0,3.0,5.0,3.0,0.0,9
19029,549.0,49.90909090909091,371.0,1.0,1.0,200.0,11.0,200.0,11.0,0.0,7
19030,69.3,6.93,371.0,1.0,1.0,58.0,10.0,58.0,10.0,0.0,8
14680,28754.11,111.45003875968993,25.0,0.04610951008645533,16.0,13476.0,258.0,842.25,4.5625,1002.0,1
17884,717.45,6.1320512820512825,3.0,0.01084010840108401,4.0,854.0,117.0,213.5,26.75,0.0,3
12557,11990.960000000001,363.36242424242425,16.0,0.014044943820224719,5.0,4384.0,33.0,876.8,3.0,0.0,1
14083,1018.43,5.626685082872928,4.0,0.024456521739130436,9.0,732.0,181.0,81.33333333333333,18.0,0.0,3
13013,4810.9400000000005,21.967762557077627,1.0,0.03504043126684636,13.0,2224.0,219.0,171.07692307692307,11.923076923076923,7.0,1
14210,1905.8400000000001,18.684705882352944,105.0,0.02247191011235955,6.0,760.0,102.0,126.66666666666667,11.0,1.0,3
16477,2494.46,17.085342465753424,63.0,0.022653721682847898,7.0,1415.0,146.0,202.14285714285714,15.857142857142858,0.0,2
12600,2311.04,42.797037037037036,28.0,0.029069767441860465,10.0,758.0,54.0,75.8,3.1,0.0,3
16013,37130.6,267.126618705036,3.0,0.12737127371273713,47.0,15536.0,139.0,330.5531914893617,0.6382978723404256,1594.0,1
